Annot,1,2,3,N,geneID1,geneIDCommon,geneID2
Proteoglycans in cancer,11,11,11,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2)
Proximal tubule bicarbonate reclamation,12,12,12,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2)
Rap1 signaling pathway,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Ras signaling pathway,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Regulation of actin cytoskeleton,11,11,12,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P53698:cytochrome c capable of functionally substituting for S. cerevisiae CYC1 (YJR048W) mitochondrial iso-1-cytochrome c(CYC1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2)
Regulation of lipolysis in adipocytes,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Renal cell carcinoma,11,11,11,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2)
Salivary secretion,12,12,12,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2)
Serotonergic synapse,11,11,11,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2)
Signaling pathways regulating pluripotency of stem cells,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Small cell lung cancer,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Sphingolipid metabolism,4,4,4,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)
Sphingolipid signaling pathway,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Systemic lupus erythematosus,9,9,10,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl),P31750:thymoma viral proto-oncogene 1(Akt1)_ P53698:cytochrome c capable of functionally substituting for S. cerevisiae CYC1 (YJR048W) mitochondrial iso-1-cytochrome c(CYC1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)
T cell receptor signaling pathway,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
TNF signaling pathway,2,2,2,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)
Thyroid hormone signaling pathway,12,12,12,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2)
Thyroid hormone synthesis,12,12,12,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P24638:acid phosphatase 2; lysosomal(Acp2),P31750:thymoma viral proto-oncogene 1(Akt1)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ P04627:Araf proto-oncogene; serine/threonine kinase(Araf)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ Q8VDN2:ATPase; Na+/K+ transporting; alpha 1 polypeptide(Atp1a1)_ P24638:acid phosphatase 2; lysosomal(Acp2)
Tight junction,9,9,10,1666,P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ P50428:arylsulfatase A(Arsa)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl),P31750:thymoma viral proto-oncogene 1(Akt1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl),P31750:thymoma viral proto-oncogene 1(Akt1)_ P53698:cytochrome c capable of functionally substituting for S. cerevisiae CYC1 (YJR048W) mitochondrial iso-1-cytochrome c(CYC1)_ P12023:amyloid beta (A4) precursor protein(App)_ O54774:adaptor-related protein complex 3; delta 1 subunit(Ap3d1)_ P50428:arylsulfatase A(Arsa)_ Q9ERK7:cholinergic receptor; nicotinic; beta polypeptide 2 (neuronal)(Chrnb2)_ Q9CQV8:tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein; beta polypeptide(Ywhab)_ Q9JI91:actinin alpha 2(Actn2)_ P05064:aldolase A; fructose-bisphosphate(Aldoa)_ P09242:alkaline phosphatase; liver/bone/kidney(Alpl)
